gene,peak,0,1,2,3,4,5,6,chromosome,start,end,length,sum,mean,variance,norm_mean,norm_sum,gmm_bin,Peak2Gene
PSMC5,chr17-63829913-63833640,-0.20286095,-0.07997526,0.1095724,-0.10342593,0.1570022,0.51993686,-0.20542456,chr17,63829913,63833640,3727,385,0.2731409599786252,49.69602089585419,0.4408462309507795,0.1033002414810839,4,False
STUB1,chr16-689453-691353,-0.1615351,0.005503743,0.16932942,-0.13508102,0.080290295,0.2850248,-0.26711494,chr16,689453,691353,1900,1084,0.8531351235335323,392.2585057241303,0.5243134204960885,0.5705263157894737,6,False
PHAX,chr5-126694932-126695535,-0.18449426,0.06362423,0.003496867,-0.028161475,0.11097714,0.32317424,-0.24890135,chr5,126694932,126695535,603,371,0.2626247490323795,46.13687184617092,0.4379689058601476,0.615257048092869,6,False
NDUFA13,chr19-19507534-19512001,-0.375978,0.010117614,0.17952575,-0.05801264,0.3092952,0.41424885,-0.34879586,chr19,19507534,19512001,4467,481,0.346375985004739,77.47433099922193,0.4582542666205608,0.1076785314528766,4,False
RNASEH2B,chr13-50891949-50894467,-0.17672499,-0.07299044,0.21160813,-0.019436443,0.029138394,0.37927508,-0.4851754,chr13,50891949,50894467,2518,580,0.4240248767435048,112.498655107258,0.4730775499181101,0.2303415409054805,7,False
RNF34,chr12-121489971-121491671,-0.08208103,-0.06626279,0.084739484,-0.03980158,-0.028257228,0.35082826,-0.13317026,chr12,121489971,121491671,1700,465,0.3340151148905683,72.37935978659551,0.4555911696556695,0.2735294117647059,7,False
HIVEP2,chr6-142867325-142868543,-0.23288175,-0.044367567,-0.038577087,-0.012566364,0.0751512,0.8214098,-0.31529653,chr6,142867325,142868543,1218,410,0.2919993509628908,56.29005223963545,0.4457390414913286,0.3366174055829228,0,False
PRKAR1A,chr17-68517434-68519535,-0.2636487,0.012358846,0.20719199,-0.10463069,0.2133107,0.27637917,-0.3910677,chr17,68517434,68519535,2101,374,0.2648737515044909,46.88612826497721,0.4385938196510398,0.1780104712041884,2,False
DUSP1,chr5-172757528-172759144,0.117937386,0.13320431,-0.26067966,0.12633345,0.19718543,-0.18320633,-1.1998615,chr5,172757528,172759144,1616,341,0.2402625776588049,39.02799555407356,0.4314469395252151,0.2110148514851485,2,False
MAML1,chr5-179775882-179776819,-0.004642511,0.08074316,-0.029925155,-0.089617886,-0.037389316,0.1850478,-0.28566307,chr5,179775882,179776819,937,309,0.2166065454007272,32.03624274758251,0.423850896093301,0.3297758804695838,0,False
RAN,chr12-130878186-130880995,-0.22041474,-0.05496217,0.052847233,-0.06153415,0.15463425,0.572582,-0.24261229,chr12,130878186,130880995,2809,348,0.2454631970514663,40.635054351450464,0.4330163237828921,0.1238875044499822,4,False
RNF149,chr2-101298762-101301661,0.15332977,-0.18413629,0.04487939,0.025231836,0.04178004,-0.022727447,-0.52467525,chr2,101298762,101301661,2899,450,0.3224960358328929,67.8106035345115,0.4530191812931763,0.1552259399793032,2,False
C12orf65,chr12-123241729-123242887,-0.09607551,-0.09413838,-0.050402656,-0.05433202,0.09560785,0.5548681,-0.12238791,chr12,123241729,123242887,1158,332,0.233582585361028,36.98133866844504,0.4293805268517541,0.2867012089810017,7,False
GIT2,chr12-110003132-110005987,-0.043002997,0.011901784,0.14396754,-0.072726175,-0.0300399,0.09195883,-0.36752138,chr12,110003132,110005987,2855,319,0.2239720602931918,34.140152939868834,0.4263014764415639,0.1117338003502627,4,False
UPF1,chr19-18931299-18933390,-0.16963455,0.007969977,0.16079946,-0.04705117,0.056685146,0.19525138,-0.21541825,chr19,18931299,18933390,2091,1414,1.1646601448140903,667.1450945870846,0.547124791114519,0.676231468197035,11,False
PIK3C2A,chr11-17285259-17287554,-0.08572537,0.021485947,0.11760987,-0.108094744,0.09555876,0.13908373,-0.44102365,chr11,17285259,17287554,2295,417,0.2973249383694376,58.2721400466822,0.4470636080075748,0.1816993464052287,2,False
PCBP2,chr12-53481774-53484269,-0.18579817,0.029672217,0.22209045,-0.12972324,0.032327883,0.2816552,-0.34553832,chr12,53481774,53484269,2495,412,0.2935255520213576,56.87018161609424,0.4461210879138323,0.165130260521042,2,False
STK3,chr8-98947207-98949580,-0.035068493,0.012229335,0.14153774,-0.018010873,-0.003699861,0.009215369,-0.54306674,chr8,98947207,98949580,2373,375,0.2656198628466514,47.12520840280093,0.4387999645259158,0.1580278128950695,2,False
ACTN4,chr19-38655111-38658241,-0.24669622,0.0857204,0.27919844,-0.12681015,0.08751888,0.143139,-0.38658667,chr19,38655111,38658241,3130,529,0.3837494736017933,93.63217027898187,0.4657634837640683,0.1690095846645367,2,False
BCL9L,chr11-118939675-118941155,-0.14298396,-0.021454802,0.112776525,-0.047853284,-0.11293807,0.46355787,-0.033839487,chr11,118939675,118941155,1480,316,0.2217561200469763,33.49011626097588,0.4255727906439915,0.2135135135135135,2,False
FXYD5,chr19-35146897-35147501,-0.30001017,0.069774255,0.23506409,-0.26182774,0.17812361,0.48431754,-0.36246812,chr19,35146897,35147501,604,519,0.3759112475456941,90.1096538846282,0.464251098978133,0.859271523178808,1,False
TPM4,chr19-16133999-16136044,-0.06712066,0.21123756,-0.029599309,-0.0930106,-0.07756872,0.15212588,-0.34966186,chr19,16133999,16136044,2045,318,0.2232285990253998,33.90902567522507,0.4260578047450453,0.1555012224938875,2,False
PSMD4,chr1-151251199-151252461,-0.28122598,0.075381026,0.25393933,-0.10736313,0.06762207,0.2724445,-0.28637263,chr1,151251199,151252461,1262,327,0.2298717397635266,35.84509103034343,0.4282069163141745,0.2591125198098257,7,False
SH3GL1,chr19-4388886-4391720,-0.04916227,0.03442993,0.006295713,-0.09726151,0.043125335,0.17570436,-0.11295253,chr19,4388886,4391720,2834,448,0.3209627461810458,67.20920128931867,0.4526699179006206,0.1580804516584333,2,False
GRK5,chr10-119198001-119199837,-0.08158625,-0.06165305,0.06678573,-0.053172544,0.030936638,0.32614148,-0.17869805,chr10,119198001,119199837,1836,374,0.2648677515038242,46.86812226297654,0.4385921595440683,0.2037037037037037,2,False
EGLN2,chr19-40875127-40876935,-0.12800111,-0.026197119,0.15120767,-0.16006444,0.078350976,0.3213147,-0.20807554,chr19,40875127,40876935,1808,473,0.3401851149835313,74.8955300655774,0.4569325661689844,0.2616150442477876,7,False
LHPP,chr10-124461162-124462671,-0.10959428,-0.022776736,0.048476085,0.033675496,0.046860255,0.20607564,-0.21971527,chr10,124461162,124462671,1509,1195,0.9552341024334188,476.6575414026897,0.5325975172219273,0.7919151756129887,1,False
PSMC2,chr7-103343464-103345317,-0.13351808,0.057148356,0.061798837,-0.08659275,0.07662804,0.22273155,-0.23483713,chr7,103343464,103345317,1853,1473,1.2229015834335093,723.9276518839613,0.5507009139196908,0.7949271451699946,1,False
PSMD12,chr17-67374308-67375257,-0.15493298,0.102237314,0.14137918,-0.095895685,-0.0029539203,0.18223767,-0.31377012,chr17,67374308,67375257,949,481,0.3463586516694798,77.4223136601089,0.4582505991721916,0.5068493150684932,13,False
GIMAP5,chr7-150784019-150786631,-0.2134658,-0.17634788,0.07816179,-0.024656715,0.16087988,0.68484426,-0.1881059,chr7,150784019,150786631,2612,1808,1.5682923425510011,1090.445319995554,0.5689315160141224,0.6921898928024502,11,False
CARNMT1,chr9-75026830-75029470,-0.11228183,0.0065639038,0.003794181,-0.024861123,0.08613294,0.2619162,-0.18837942,chr9,75026830,75029470,2640,3936,4.343912246212472,5164.080650883628,0.6435940307983922,1.490909090909091,8,False
C4orf3,chr4-119299042-119301491,-0.2837205,-0.039031193,0.16164005,-0.070528336,0.1973559,0.4795719,-0.32812962,chr4,119299042,119301491,2449,2772,2.701058598784289,2561.8768549516503,0.608773715098794,1.1318905675786035,5,False
NEK9,chr14-75140666-75142582,-0.09391898,0.0029437498,0.06074749,-0.052517503,-0.0043360176,0.29543984,-0.22713801,chr14,75140666,75142582,1916,330,0.2320945591216176,36.515771923974654,0.4289121710347555,0.1722338204592902,2,False
CUTC,chr10-99685091-99686131,-0.14534406,-0.01575709,0.075758025,-0.06730681,0.08413723,0.3122293,-0.13405445,chr10,99685091,99686131,1040,913,0.7012208084319417,278.363646104257,0.5099424678929905,0.8778846153846154,1,False
PARP10,chr8-143917810-143923912,-0.12712598,0.026645776,0.06739849,-0.0311611,0.053314637,0.19749533,-0.20663944,chr8,143917810,143923912,6102,557,0.4058325267221326,103.90341269311988,0.4698638620676598,0.0912815470337594,4,False
RPL9,chr4-39469259-39470139,-0.41313952,0.0051041422,0.26296046,-0.12674966,0.21402973,0.61046207,-0.3543873,chr4,39469259,39470139,880,776,0.5841732980933294,201.10406757808155,0.4965586704717633,0.8818181818181818,1,False
IQSEC1,chr3-12981838-12984817,0.12644973,0.023679223,-0.05266103,-0.050689027,-0.043320607,0.039628632,-0.5644712,chr3,12981838,12984817,2979,387,0.2746473980719331,50.21684161387128,0.4412493082685894,0.1299093655589124,4,False
MIEN1,chr17-39737440-39741298,-0.12718092,-0.0047186473,0.13108645,-0.082003556,0.0695349,0.22681473,-0.2871419,chr17,39737440,39741298,3858,413,0.2942845409945786,57.14790752473045,0.4463103429490849,0.1070502851218247,4,False
EAPP,chr14-34547638-34551910,-0.03680382,-0.0031663077,-0.027938515,-0.054960746,-0.019182244,0.35018638,-0.22295657,chr14,34547638,34551910,4272,827,0.627291191328651,228.50086517728133,0.5017775719830804,0.1935861423220973,2,False
TMF1,chr3-69050542-69053222,-0.125111,0.045068547,0.076440655,-0.0611885,-0.014710891,0.28287464,-0.21869223,chr3,69050542,69053222,2680,3356,3.4877247229323767,3754.6618935200618,0.6275059460259411,1.2522388059701492,5,False
LHPP,chr10-124520584-124521282,-0.10959428,-0.022776736,0.048476085,0.033675496,0.046860255,0.20607564,-0.21971527,chr10,124520584,124521282,698,330,0.2320932257881362,36.51177059019673,0.4289117500233599,0.4727793696275071,13,False
NFKBIB,chr19-38887124-38889817,-0.09554614,0.027793128,0.007142194,-0.042269994,0.1089798,0.16614562,-0.21125804,chr19,38887124,38889817,2693,537,0.390047322005258,96.53201333777926,0.4669564376038393,0.1994058670627553,2,False
APOL3,chr22-36065565-36066655,-0.17417563,-0.17318496,0.16520552,0.02749898,0.26386955,0.21743324,-0.32169724,chr22,36065565,36066655,1090,318,0.2232317101368566,33.918362120706895,0.4260588261112616,0.291743119266055,7,False
METTL21A,chr2-207632515-207633651,-0.089730464,0.08352598,0.02678858,-0.03728183,0.0038393945,0.12810811,-0.19819276,chr2,207632515,207633651,1136,1398,1.149014364112707,652.192106702234,0.546133616042306,1.2306338028169015,5,False
APH1B,chr15-63276567-63278646,-0.0122117605,-0.089625746,0.042692143,-0.07637427,0.121176206,0.15908995,-0.19367091,chr15,63276567,63278646,2079,1759,1.5162606749919267,1032.2982856507724,0.566458849902578,0.8460798460798461,1,False
FNTA,chr8-43101800-43103754,-0.15920198,-0.088454016,0.18393674,-0.07389488,0.020835279,0.46296635,-0.32277596,chr8,43101800,43103754,1954,489,0.3525663916184879,80.05174124708233,0.4595524556487463,0.2502558853633572,7,False
MFNG,chr22-37425648-37428008,-0.16419315,-0.014005569,0.13805188,-0.15266582,0.12021776,0.3491708,-0.21545847,chr22,37425648,37428008,2360,365,0.2581331805333163,44.65767478048239,0.4367046887046881,0.1546610169491525,2,False
HAX1,chr1-154264427-154267771,-0.14373845,-0.01716346,0.002455744,-0.08831294,0.14472605,0.43764752,-0.24583003,chr1,154264427,154267771,3344,331,0.2328417946120512,36.7582256307658,0.4291477373200708,0.0989832535885167,4,False
ZNF394,chr7-99488850-99494504,-0.051975597,0.02631493,0.0008656132,-0.058557127,-0.04381348,0.21606308,0.0615601,chr7,99488850,99494504,5654,799,0.6035743780267828,213.32670845837507,0.4989530286547058,0.1413158825610187,4,False
DUSP22,chr6-290377-293961,-0.13375561,0.08290334,0.16517326,-0.08630684,0.003953205,0.056908023,-0.19760662,chr6,290377,293961,3584,5070,6.233767448196382,8567.536112037344,0.6700652002272416,1.4146205357142858,8,False
JAML,chr11-118219389-118220897,-0.140127,-0.0032626146,0.20610867,-0.06447175,0.12794694,0.030330861,-0.3725764,chr11,118219389,118220897,1508,345,0.2432170603574511,39.89439813271091,0.4323426289424465,0.2287798408488063,7,False
ANKRD36C,chr2-95991133-95993224,-0.12424933,0.0512995,-0.06603061,-0.1886352,-0.025631959,0.6847644,0.008621508,chr2,95991133,95993224,2091,581,0.4248273714993375,112.906941869512,0.473216116659282,0.2778574844571975,7,False
EXOC7,chr17-76130430-76133278,-0.11399257,0.08163094,0.0850512,-0.0583391,-0.13487872,0.32791585,-0.23284136,chr17,76130430,76133278,2848,348,0.2454591970510219,40.623050350116685,0.4330151295309115,0.122191011235955,4,False
SNRNP200,chr2-96221046-96221560,-0.12490655,-0.037244268,0.08842691,-0.2022103,0.11627535,0.5224208,-0.3592399,chr2,96221046,96221560,514,296,0.207061931747622,29.392857174613745,0.4205483075863527,0.5758754863813229,6,False
ANKUB1,chr3-149969699-149971972,-0.07896468,0.10918046,0.033230767,0.017338771,0.04314081,0.04299781,-0.6608007,chr3,149969699,149971972,2273,641,0.47299740351823,137.46520795820828,0.4810875052742809,0.2820061592608887,7,False
IFI35,chr17-43013505-43016557,-0.22243683,0.010679094,0.14219478,-0.072341904,0.24251497,0.12568197,-0.16395746,chr17,43013505,43016557,3052,428,0.3056933400400007,61.38571346004223,0.4490977848088996,0.1402359108781127,4,False
CTDNEP1,chr17-7158211-7159702,-0.30046216,0.06924799,0.27850923,-0.16351816,0.12865639,0.32659888,-0.38986048,chr17,7158211,7159702,1491,538,0.3908093850528947,96.81896454373684,0.4670994812165977,0.3608316566063045,0,False
POLG,chr15-89321641-89324176,-0.09913915,-0.044748656,0.08070143,-0.009601055,0.0058864052,0.241467,-0.0744359,chr15,89321641,89324176,2535,354,0.2499194624354958,42.008306768922985,0.4343348559675621,0.1396449704142011,4,False
PEX16,chr11-45926091-45932398,-0.1305474,0.012185346,-0.050814793,-0.017208746,0.18392254,0.2395672,-0.14722973,chr11,45926091,45932398,6307,1249,1.0059363338447778,520.8149378681782,0.5363876750526417,0.1980339305533534,2,False
MOB2,chr11-1546194-1549839,-0.1023123,0.012026749,0.10841007,-0.1300701,-0.0014640043,0.3395912,-0.2729139,chr11,1546194,1549839,3645,599,0.4392004486519016,120.040546404357,0.4756545498953617,0.1643347050754458,2,False
FXYD5,chr19-35166824-35168837,-0.30001017,0.069774255,0.23506409,-0.26182774,0.17812361,0.48431754,-0.36246812,chr19,35166824,35168837,2013,337,0.2372847568834915,38.091555407358015,0.4305329598601384,0.167411823149528,2,False
FCGRT,chr19-49420364-49426452,-0.2833439,-0.0033266693,0.2391209,-0.07590823,0.32334116,0.11409238,-0.43501765,chr19,49420364,49426452,6088,787,0.5934698631262811,207.00305924196957,0.4977157590142099,0.1292706964520368,4,False
GTF2H1,chr11-18320368-18324924,-0.058104057,-0.026980255,0.06970792,-0.029133491,-0.047578756,0.24028297,-0.13463496,chr11,18320368,18324924,4556,4685,5.559940880734172,7315.382583083251,0.6616818086321183,1.0283143107989463,9,False
TXNIP,chr1-146001090-146001986,-0.35504806,-0.055748865,0.24960533,-0.0027034145,0.29499364,0.5161871,-0.9969848,chr1,146001090,146001986,896,353,0.2491755670935815,41.77587684783818,0.4341163930696703,0.3939732142857143,0,False
SNX27,chr1-151593645-151594727,-0.03239338,0.013812863,0.28507632,-0.1826649,-0.053533077,0.041712224,-0.51489395,chr1,151593645,151594727,1082,396,0.2814130214903357,52.52047749249751,0.4430327381702358,0.3659889094269871,0,False
PSMC6,chr14-52692182-52692881,-0.116766885,0.026306095,0.07240647,-0.08578111,0.12626958,0.20058775,-0.3793374,chr14,52692182,52692881,699,303,0.2121917555768617,30.78745848616204,0.4223417853976766,0.4334763948497854,13,False
FOSB,chr19-45527935-45529784,0.34160697,0.28398263,-1.0333083,0.23438948,0.17455943,-0.07107047,-0.26156816,chr19,45527935,45529784,1849,354,0.2499261291029032,42.02831343781261,0.4343368108547361,0.1914548404542996,2,False
ZNF207,chr17-32352719-32356100,-0.21592283,0.11354907,0.30435798,-0.14612034,-0.08136264,0.31368512,-0.66016,chr17,32352719,32356100,3381,393,0.2791642607960289,51.77194664888294,0.4424447631825572,0.1162377994676131,4,False
WDR41,chr5-77629349-77631531,-0.13828391,0.032472774,0.14753434,-0.12628229,0.1253829,0.13827944,-0.30077636,chr5,77629349,77631531,2182,355,0.2506798019273854,42.2900855840836,0.4345574771316029,0.1626947754353803,2,False
